Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type,soil_type,Wilderness
3115,245,10,342,-2,2343,200,248,186,1756,2,32,3
3716,357,13,1092,270,5192,198,215,154,3354,7,40,3
3108,116,22,255,50,3377,252,212,76,541,1,33,3
3101,339,26,85,31,4136,156,193,170,816,1,22,1
3080,303,20,234,-40,2064,160,226,204,2164,2,32,3
2779,47,13,0,0,3102,224,212,120,5496,2,20,1
3313,106,7,360,31,1947,232,232,132,2497,1,38,1
3149,270,4,361,42,932,208,241,171,1224,2,23,3
3050,195,5,42,-1,612,219,244,161,895,2,23,3
2964,69,17,228,7,570,236,205,95,2591,2,29,1
3186,104,12,300,46,731,240,225,114,2399,1,22,1
3020,65,21,607,188,630,235,194,82,895,2,29,1
2925,103,11,700,159,2514,238,226,118,577,1,31,3
3187,114,8,420,71,2300,235,232,129,2831,1,24,3
2672,86,11,342,60,799,236,221,115,1289,2,30,1
2838,249,30,551,124,3736,144,245,229,1570,2,13,3
2677,104,19,330,77,1256,248,214,87,2405,2,30,1
2551,33,30,85,43,892,199,160,80,1572,2,33,3
2602,254,24,42,16,1400,157,247,222,1381,3,3,3
2978,85,10,295,38,3791,235,222,118,1969,2,29,1
2532,49,16,150,39,1347,225,203,108,1361,6,4,3
3086,97,12,95,7,5018,240,222,110,934,2,23,1
3228,94,11,210,43,1557,237,224,117,1809,1,29,1
2882,64,6,0,0,1740,226,228,136,2195,1,23,3
3180,96,14,607,266,1959,242,218,103,2613,1,33,3
2987,48,15,335,67,1907,224,206,113,1355,1,31,3
3056,82,13,124,2,3473,238,216,107,541,1,20,3
2616,20,17,0,0,1358,206,202,129,1041,6,33,3
2726,73,15,42,8,2371,236,211,103,511,2,10,3
3144,74,16,192,-40,1884,237,207,95,1572,1,29,1
2604,36,4,42,5,722,219,230,148,5764,2,29,1
2749,31,28,323,19,2044,200,168,90,2096,2,24,3
2855,97,12,150,24,2483,240,222,110,2621,2,30,1
3074,37,17,376,118,680,217,201,114,2943,2,24,3
3183,88,15,30,-5,2680,241,214,99,2616,1,30,1
2959,76,22,484,135,633,241,192,70,969,1,33,3
3299,193,8,474,72,3848,219,247,162,2394,1,23,1
3005,111,9,297,40,1298,236,230,125,1974,2,22,3
2901,63,12,480,113,1320,230,216,117,1648,2,11,3
2848,59,15,242,60,1451,230,207,105,1414,2,10,3
2572,191,31,85,37,2461,203,246,156,912,3,4,3
3118,91,22,255,93,3360,247,199,70,2195,1,33,3
2993,56,7,201,-16,4050,225,226,135,1040,2,29,1
3460,84,29,738,226,2081,246,178,41,1729,1,40,1
2761,340,27,255,111,2097,152,189,169,2551,2,29,1
2939,118,9,0,0,3445,236,232,127,6386,2,16,1
2912,241,16,67,17,421,187,252,200,1406,2,13,3
2867,315,5,0,0,4099,206,236,168,6078,2,20,1
2858,19,11,180,60,807,212,217,141,2039,2,30,1
3073,351,16,446,9,3430,190,212,158,2954,2,29,1
2827,52,12,553,54,2372,226,215,121,2558,2,12,1
3164,127,22,365,73,3734,250,220,87,914,2,33,3
3094,115,20,153,53,1106,250,216,84,1481,2,24,3
2662,270,16,0,0,1530,177,244,205,842,5,33,3
2972,5,32,400,123,408,161,160,121,1588,1,30,1
2765,219,20,192,64,808,193,254,191,2051,5,4,3
2949,294,19,430,-23,1338,163,232,207,1806,1,29,1
3004,66,3,404,67,4796,222,233,147,1682,2,29,1
3268,32,9,691,80,3882,218,220,137,3745,1,23,1
3117,164,4,330,2,1298,224,241,152,2139,1,23,1
2962,90,10,268,-5,4052,236,224,118,5682,2,29,1
3217,288,3,424,27,5943,211,239,166,1879,2,22,1
3198,64,6,30,2,4991,226,228,136,1768,1,23,1
3096,94,12,42,6,3705,238,222,113,4084,1,29,1
3054,243,18,0,0,1465,183,251,204,2423,1,22,3
3222,105,18,150,-13,1237,247,215,90,2676,1,22,1
2674,59,10,60,3,1421,228,220,125,1276,1,12,1
2867,207,21,499,35,832,201,254,180,1706,5,4,3
3314,44,23,210,67,2203,218,183,88,1224,7,39,3
3224,45,6,470,76,5713,222,226,139,2466,2,29,1
2655,206,22,134,47,1962,200,254,179,1345,2,4,3
2918,124,11,295,9,3941,238,232,124,4138,2,12,1
3007,210,21,295,40,4582,199,254,183,1670,2,29,1
3181,270,1,162,14,1387,216,238,160,95,1,23,3
3127,311,15,150,22,5240,179,229,189,564,2,29,1
2706,206,30,417,-35,1231,186,250,181,966,2,3,3
2998,169,7,469,140,5440,226,243,151,830,2,30,1
3010,234,36,60,4,3225,138,244,224,940,2,13,3
3267,40,18,390,16,785,219,198,109,2467,1,22,1
2883,23,12,120,23,4020,213,215,137,6262,2,29,1
3144,88,7,67,5,3872,231,229,131,201,1,23,3
3263,29,7,60,12,3383,218,224,142,1987,1,29,1
3186,114,24,361,100,3369,253,208,68,454,1,39,3
2804,152,14,162,51,631,237,239,130,2841,2,11,3
3219,121,24,228,-4,4137,252,212,73,2255,1,23,1
3219,14,4,240,-14,5833,216,231,153,679,1,22,1
3052,256,9,525,81,2888,200,246,184,1149,1,32,3
2747,41,5,242,23,2296,221,228,143,6237,2,12,1
3319,269,21,726,168,3163,162,243,217,828,1,39,3
2681,14,18,60,33,1482,201,201,134,1704,6,13,3
3403,317,9,443,44,1783,196,232,176,616,7,38,3
3014,27,8,488,95,4980,217,223,142,6000,2,12,1
3285,345,19,283,101,4348,178,206,164,1315,7,38,1
2955,110,10,30,1,1673,238,229,120,2291,2,23,3
2970,88,8,30,9,1981,233,227,126,2602,1,23,3
2916,82,5,95,10,4843,227,231,138,3907,1,23,1
3024,45,5,228,33,5465,221,229,143,4996,1,29,1
2936,217,7,277,15,1974,213,247,171,1849,1,32,3
2743,324,12,67,5,1965,189,227,177,666,5,31,3
3229,125,12,30,0,3701,240,232,120,4067,1,39,1
2843,63,6,120,2,2010,226,227,135,2594,2,26,3
2830,117,8,0,0,2636,234,233,131,2472,2,23,1
2761,40,7,513,90,2546,221,224,138,1930,2,32,3
3320,0,16,655,117,2135,195,209,150,793,7,31,3
2899,186,26,153,73,2866,214,247,151,1266,2,13,3
2824,110,5,175,13,3547,228,234,140,6299,2,12,1
3001,186,10,459,-19,1354,222,247,158,1465,2,32,3
3057,121,6,256,30,0,230,235,139,808,2,22,1
2848,323,12,323,0,3000,189,227,178,2841,2,12,1
2687,121,31,42,18,1559,254,198,46,1482,2,13,3
2708,76,7,0,0,702,229,227,131,2125,5,17,3
2813,338,5,95,0,2271,209,233,162,2416,2,12,1
3053,47,12,339,64,1476,224,213,121,2304,2,29,1
3169,17,24,720,288,797,192,181,117,1856,1,30,1
3024,211,15,95,-6,2053,207,253,179,285,2,32,3
3205,98,20,268,80,1518,248,208,79,2624,1,29,1
3207,59,11,301,59,5790,228,216,119,2067,2,29,1
2891,334,21,90,33,5521,169,208,176,757,2,29,1
3034,27,8,30,2,1292,217,223,142,1591,1,20,3
2618,202,35,85,53,2683,181,245,174,992,3,4,3
2791,333,11,242,88,3059,196,226,170,6321,1,29,1
2980,0,1,228,5,2809,217,236,156,1972,2,29,1
2927,79,17,67,-1,595,240,208,94,2359,2,32,3
2561,61,15,297,-8,2571,231,207,105,2601,2,11,3
3348,57,11,437,121,1771,228,216,120,2901,1,39,1
3111,281,15,636,182,6062,176,240,203,1440,1,29,1
2822,222,16,127,57,2236,198,254,189,703,5,13,3
3113,90,10,42,5,2213,236,224,118,1999,1,29,1
2936,82,7,582,27,4752,230,228,132,5327,2,12,1
3009,35,4,0,0,2831,219,231,148,685,1,29,1
2994,60,7,384,55,134,225,226,135,1986,2,33,3
3153,142,11,691,112,890,236,238,131,1958,2,33,3
2810,48,19,90,8,911,224,196,100,1976,2,30,1
2813,54,8,0,0,1142,225,222,130,335,2,23,3
2629,338,16,190,33,2250,183,216,170,1572,2,10,3
2862,59,22,134,59,150,230,187,78,1406,1,29,1
3086,189,19,382,102,480,217,251,159,1530,2,33,3
2942,320,23,212,98,5423,153,211,194,4897,2,24,1
2528,351,11,234,54,658,201,222,159,1034,6,2,3
3080,126,12,408,154,2103,240,231,119,1651,2,13,3
3272,96,20,524,144,4307,248,206,78,1129,2,29,1
3088,103,14,484,25,319,242,222,106,1442,2,32,3
2742,131,18,30,8,360,246,227,102,420,5,30,1
2705,240,24,30,12,1149,169,252,214,2452,2,29,1
2861,337,7,108,12,3227,204,230,165,3105,2,29,1
3068,34,12,42,-3,2777,218,213,129,2079,1,23,3
2899,94,17,190,42,4272,244,213,93,3393,1,29,1
3377,329,1,443,38,1380,215,237,159,2343,1,32,3
3301,14,8,67,4,2001,213,224,148,1650,1,38,3
2968,217,7,576,72,6050,213,247,171,5916,2,29,1
3018,59,13,210,27,5515,230,211,112,4886,1,29,1
2916,37,12,0,0,2118,219,214,128,2181,2,20,1
2866,145,16,30,3,1500,241,236,119,2584,2,13,3
3013,95,12,417,74,497,239,222,112,2012,2,33,3
2640,108,1,0,0,30,220,237,154,741,2,17,3
3295,63,6,42,0,3408,226,227,135,2574,7,23,3
3259,354,9,268,77,2704,205,224,157,2525,1,24,3
3312,155,17,60,0,1612,238,239,126,3151,1,38,1
2985,270,0,446,64,1842,217,238,158,755,2,31,3
3009,38,12,457,-11,2469,220,214,127,2508,2,31,3
3085,21,19,258,39,4718,204,196,123,768,2,29,1
2895,322,25,283,98,2108,150,207,193,1262,1,33,3
3240,312,12,85,15,4025,188,231,183,1289,1,39,1
2526,36,32,300,101,1426,200,155,70,514,3,10,3
3288,72,18,551,54,1470,237,202,89,2263,1,39,1
2702,87,21,60,-1,240,245,202,76,553,5,30,1
2570,147,17,95,29,272,241,236,117,1744,2,30,1
3230,86,15,134,24,4240,241,214,99,1917,1,23,1
2632,90,7,90,15,1048,231,229,130,524,2,9,1
2966,90,1,295,15,4892,220,237,153,2317,1,29,1
3093,284,8,421,39,2434,198,240,181,2118,2,32,3
2674,88,18,182,4,1167,244,209,88,1795,2,30,1
3326,251,19,752,175,3161,176,250,209,828,1,39,3
2929,77,6,90,1,1814,228,228,134,2568,2,32,3
3028,336,8,499,52,5411,203,230,166,1249,2,29,1
3183,355,14,127,30,1231,197,215,155,2359,2,29,1
2883,7,22,283,70,2794,187,190,134,1772,2,33,3
3209,35,25,570,213,760,208,177,93,1981,7,30,1
3208,103,3,350,81,2162,225,235,145,3369,1,31,3
3195,49,5,30,2,4257,222,229,142,1699,1,23,1
3379,271,17,391,39,3189,173,243,208,1800,1,39,1
3288,192,19,430,139,2985,215,251,163,875,2,33,3
3126,88,20,255,60,1712,245,204,80,2658,2,29,1
2712,353,24,124,65,1364,170,190,152,2663,2,29,1
3402,187,8,30,5,2672,221,246,159,382,7,38,3
2889,263,33,390,251,1663,123,235,239,1485,2,13,3
3010,98,10,735,214,1310,237,225,118,834,2,29,1
2624,17,8,300,14,3154,214,223,146,2809,1,11,3
3215,15,17,534,139,633,202,201,133,1900,2,33,3
2772,334,13,0,0,3750,190,222,171,5550,2,16,1
3030,93,5,255,37,2647,228,232,138,417,1,29,1
3403,9,5,604,124,1988,215,230,153,1711,1,35,1
2831,45,1,319,76,3371,219,235,153,6118,1,12,1
2843,140,18,150,40,2218,244,232,109,1142,5,13,3
2942,334,11,127,33,4918,194,225,170,1868,1,29,1
3259,52,11,451,46,6224,226,217,124,875,1,22,1
3161,217,14,700,68,268,205,252,181,2624,2,23,3
3271,0,9,60,9,4092,206,222,154,1718,1,23,1
3181,352,2,247,6,671,216,236,157,1254,1,23,3
3382,270,11,870,125,1075,192,244,192,2160,1,32,3
2863,38,8,134,-1,1302,220,223,138,2203,2,29,1
2993,151,11,218,41,4357,234,240,135,2060,2,30,1
2861,240,25,324,179,1761,164,251,217,1624,2,34,3
3103,21,8,30,-2,3303,215,223,145,3102,1,23,1
3094,168,15,466,72,1421,231,245,141,685,2,13,3
2963,169,13,834,168,2763,230,245,144,1187,2,34,3
2869,72,2,190,11,3417,222,234,149,3214,2,12,1
2712,313,12,162,10,1590,187,230,183,785,2,12,1
2904,315,16,67,1,2754,176,226,189,2168,1,22,3
3300,60,5,0,0,2451,224,229,140,458,7,35,3
2854,22,8,437,75,1299,215,224,145,2769,2,26,3
3079,343,16,30,10,3485,187,215,166,2972,1,24,3
2958,296,15,480,324,1510,176,234,198,1641,2,33,3
2919,225,9,127,33,6282,208,249,178,4584,2,24,1
2669,216,33,0,0,1640,169,249,197,1248,2,3,3
3141,37,16,182,23,2671,218,204,118,1154,1,22,3
3152,2,29,319,103,886,168,173,132,1872,1,29,1
2925,87,18,360,115,390,244,207,87,845,2,29,1
2840,57,15,300,48,4288,229,208,109,5363,1,29,1
3220,95,9,60,0,1813,234,227,124,1883,1,33,3
2989,56,5,524,13,5365,224,228,140,1591,2,29,1
2861,91,14,457,132,1170,241,217,102,2780,2,11,3
3054,359,19,335,-15,2532,189,202,148,2220,1,32,3
2641,79,4,0,0,1875,224,233,144,1026,1,4,3
3240,320,13,408,92,721,187,228,181,1879,2,29,1
2851,98,7,277,51,2531,231,231,132,3084,2,12,1
3060,198,14,443,95,1396,215,251,167,543,2,13,3
3008,18,36,297,107,2182,168,142,88,1831,1,33,3
2703,248,11,212,97,2671,196,248,190,1200,3,4,3
2803,194,10,467,41,4160,218,249,164,1765,2,26,3
2681,147,17,30,8,2047,241,236,117,5245,2,29,1
2781,17,5,30,0,1095,216,229,151,3056,1,20,3
2755,310,7,150,14,1515,201,235,174,2356,2,12,1
2955,63,12,67,-9,3751,230,216,117,1466,2,29,1
2717,189,11,300,4,2140,220,249,161,1560,2,12,1
2870,123,15,552,198,981,244,228,110,524,2,32,3
3128,66,13,752,260,2151,232,214,111,2764,1,33,3
3289,119,12,330,107,2773,240,229,117,3156,7,39,3
2879,78,13,430,91,1230,237,215,106,1574,2,10,3
2962,17,7,335,10,3448,214,225,147,6060,2,29,1
2829,150,17,30,1,3198,240,237,121,1950,2,12,1
2831,45,3,0,0,5661,220,232,149,4589,2,30,1
2878,267,10,242,106,2037,193,244,190,845,2,31,3
3067,94,19,85,10,1230,247,207,81,1597,1,24,3
2935,329,13,366,31,3122,189,225,175,2016,1,24,3
3008,64,8,201,53,3205,228,224,129,6240,2,29,1
3108,4,11,30,5,2949,205,219,150,2190,1,23,3
2844,58,10,162,8,1950,228,218,123,2620,2,26,3
2720,22,23,242,96,752,199,184,113,1084,2,33,3
2727,324,22,134,72,1513,160,211,188,1300,2,33,3
2545,144,25,120,32,1183,246,226,94,509,3,4,3
3250,31,13,492,29,3734,216,210,128,3114,1,40,1
2715,198,12,42,10,2402,216,250,167,1889,2,30,1
2504,1,16,60,14,1561,195,208,149,918,6,10,3
3130,335,14,90,24,1620,188,221,172,2309,2,24,3
3095,326,9,351,41,2405,199,231,171,2138,1,32,3
2985,41,16,350,-2,6326,220,203,113,3038,2,29,1
3241,198,3,513,7,524,218,242,160,564,1,23,3
3210,268,8,417,19,5894,199,243,184,3022,2,29,1
2737,171,17,335,76,3375,230,245,141,1765,2,13,3
2870,193,17,60,2,3371,216,251,164,1982,2,32,3
2794,353,24,85,14,2207,170,190,152,732,2,33,3
3281,292,11,569,154,3678,188,238,189,2032,2,33,3
3009,26,14,212,48,1290,213,209,130,930,1,24,3
2740,120,8,42,5,612,234,234,132,2278,1,29,1
2820,45,14,497,-4,914,223,208,116,2460,2,29,1
2689,12,19,175,7,2103,197,198,133,7033,1,29,1
2923,260,22,190,70,3188,162,246,219,1784,2,4,3
2969,49,19,0,0,360,224,196,99,1468,2,33,3
3234,115,17,510,96,684,247,221,95,2089,2,22,1
3004,324,2,60,0,4500,214,236,160,595,2,30,1
3225,348,13,67,12,3066,194,217,161,4177,1,23,1
2732,187,6,272,37,2589,221,244,158,5035,2,12,1
3302,144,19,0,0,2079,243,233,111,860,7,22,3
2883,329,18,67,26,4943,173,215,180,4513,2,24,1
3443,230,13,636,108,2711,200,251,187,1461,1,32,3
3057,69,4,30,3,1276,224,231,143,1940,2,23,1
2641,40,14,339,44,558,220,208,119,283,2,10,3
3132,94,10,335,27,2120,236,225,119,2300,1,29,1
2785,20,12,42,1,1621,212,215,139,1519,2,23,1
2770,265,27,242,133,927,141,240,231,1617,2,13,3
3239,30,17,646,101,2259,213,202,120,2382,1,24,3
3083,50,18,551,31,1852,225,198,100,2456,2,29,1
3077,47,10,60,7,3102,224,219,129,5340,1,29,1
3382,263,12,309,64,1800,189,246,196,2026,1,32,3
2915,81,8,0,0,4345,231,226,128,4260,2,23,1
3458,239,18,1248,331,4119,185,252,202,2738,7,40,3
2824,33,11,270,32,4222,218,215,132,5415,1,16,1
3088,158,5,67,0,1831,226,241,149,492,1,23,1
3073,332,12,190,15,3330,191,224,172,450,1,29,1
3208,88,17,170,15,2596,243,210,91,1559,1,31,3
2585,82,3,268,40,408,224,233,144,1266,2,9,1
3188,123,10,511,16,4615,237,233,127,1732,1,29,1
3160,354,15,516,155,2412,194,213,156,2602,1,24,3
3390,69,14,426,105,2006,234,210,104,1638,1,35,1
3276,0,9,67,11,4084,206,222,154,1698,1,23,1
3126,133,10,342,103,2898,236,235,129,1149,2,32,3
3228,98,10,60,9,2431,237,226,120,2736,1,38,1
3326,272,8,420,45,3415,198,243,184,1549,1,39,1
2908,129,18,42,16,3445,247,226,100,2753,2,29,1
3278,95,13,180,-35,4123,240,220,108,2222,1,38,1
3168,343,6,306,45,4599,207,230,162,2431,2,29,1
2844,68,21,300,147,1026,236,193,79,1034,2,13,3
2807,59,4,376,19,1012,223,231,143,1320,1,11,3
2702,249,3,90,10,1860,212,242,167,4031,2,12,1
2607,203,14,90,9,2349,212,252,172,2046,2,11,3
2981,29,12,124,14,210,216,213,131,511,2,31,3
3123,343,13,192,36,5167,194,220,165,404,1,29,1
2903,91,18,420,107,953,244,209,88,832,2,30,1
2513,56,23,30,1,1298,228,185,79,742,6,10,3
2547,113,12,120,2,513,240,228,117,1299,2,9,1
3072,23,12,212,54,4876,212,214,136,488,1,29,1
3376,8,13,335,93,3505,205,214,145,3276,7,32,3
2534,66,9,42,-2,691,229,221,124,212,2,16,1
3128,47,18,323,47,1158,223,197,102,2638,1,31,3
2718,27,22,153,-72,153,205,188,111,170,1,30,1
3390,92,12,335,108,2192,239,221,110,2618,1,40,1
3011,88,8,247,48,1589,232,227,128,1851,2,22,1
2855,132,7,150,12,3038,232,237,137,2431,1,12,1
2929,184,4,201,12,4893,220,242,157,2571,2,22,1
2835,80,23,90,34,1951,243,193,68,1379,2,33,3
2869,45,14,283,40,2666,223,210,118,2713,2,12,1
3332,51,15,488,98,1650,226,206,109,2173,1,39,1
3018,181,15,552,-2,1025,224,248,153,1426,2,32,3
2620,25,14,300,70,277,213,210,131,1194,2,12,1
2888,22,22,124,37,1290,201,188,116,2161,2,31,3
2602,18,17,234,46,437,205,202,130,973,3,10,3
2981,287,25,180,112,618,142,229,223,1584,2,24,3
3124,204,23,395,112,2122,201,253,177,1864,2,33,3
2902,74,31,150,2,390,238,165,34,2233,5,30,1
3027,82,14,150,29,4119,239,214,102,4025,2,29,1
2869,103,24,624,236,2468,252,201,64,1922,3,10,3
3050,347,9,277,32,3094,204,226,161,999,2,32,3
3073,136,14,153,38,700,241,234,119,371,2,33,3
2884,37,12,283,29,3127,219,212,126,2336,2,29,1
2787,122,7,30,3,932,233,234,134,2908,2,31,3
2580,0,0,127,29,1146,218,238,156,4951,2,30,1
2788,270,26,175,67,1298,144,238,228,1529,2,13,3
2811,28,6,192,9,2197,218,228,146,2363,2,12,1
3106,294,9,402,40,2262,194,238,184,2541,2,32,3
3392,124,28,258,154,3824,253,206,60,3328,7,33,3
3143,206,12,391,59,190,212,251,172,2136,2,23,3
3153,245,19,564,51,3493,178,251,208,1273,1,13,3
3235,155,29,799,354,1190,239,227,96,2770,1,29,1
2770,18,12,0,0,3150,210,214,139,847,2,24,3
3246,156,16,537,130,2773,237,240,129,3391,2,33,3
2543,17,25,134,68,2191,192,180,116,691,6,10,3
2814,163,11,95,13,2737,231,243,143,2438,2,29,1
2945,135,7,283,45,4583,232,237,137,6413,2,29,1
3140,0,2,170,4,2657,216,235,156,1333,1,23,1
2992,97,18,0,0,604,246,212,89,1853,1,29,1
2729,340,13,212,75,1325,191,220,168,2156,2,29,1
2679,70,17,150,49,1560,236,204,93,313,2,29,1
2727,132,6,108,23,2301,230,237,140,5388,2,29,1
3315,200,22,242,-30,2976,206,253,171,534,1,33,3
2898,32,9,218,9,2279,218,221,139,1415,1,24,3
2548,319,17,30,8,1060,173,221,188,1533,6,20,3
3329,299,10,153,30,3480,193,237,184,1945,1,32,3
2831,83,11,85,7,5429,235,221,116,4558,1,29,1
2901,117,14,170,9,1101,243,226,109,2289,2,31,3
2633,118,18,30,8,1517,248,221,93,2541,2,30,1
2570,351,12,192,0,2496,199,220,159,2571,2,11,3
2787,261,32,242,138,1766,125,236,239,1381,2,13,3
3349,270,6,301,50,3600,204,242,177,2067,1,32,3
2592,42,31,190,65,690,207,156,63,765,2,33,3
3249,347,11,537,-2,4362,198,222,162,819,1,32,3
2985,119,11,85,13,4327,239,230,120,3870,2,29,1
2994,85,12,335,55,2347,237,220,112,2549,2,31,3
2525,337,17,30,9,949,180,213,172,450,6,20,3
2642,77,4,30,-6,1074,226,231,141,1639,5,20,3
2702,43,24,192,60,2195,217,180,86,2371,6,10,3
2823,1,12,120,-3,1753,203,218,152,1731,2,31,3
2979,214,32,270,153,2844,173,250,194,1140,2,13,3
2915,9,22,150,36,2584,189,189,131,1194,2,33,3
2844,131,31,85,41,4790,252,206,57,4713,2,30,1
2901,40,26,216,119,2131,211,172,82,1976,2,13,3
3253,213,8,443,23,4523,213,248,171,895,2,29,1
3126,88,8,153,18,5372,233,227,126,886,2,29,1
3279,282,10,162,21,4943,193,241,188,2980,1,32,3
3251,13,8,537,75,1414,213,225,149,1556,1,13,3
2684,110,24,108,51,2297,252,206,67,2466,3,4,3
2772,354,7,240,11,2206,209,228,157,3571,2,12,1
3014,34,7,778,95,5413,219,224,141,5418,1,20,1
3195,126,10,180,14,4290,237,233,126,990,1,23,3
3135,181,18,540,98,2446,223,248,151,1273,2,13,3
3254,0,6,558,33,3712,211,228,155,3072,1,40,1
3257,356,10,242,22,1667,204,222,156,1045,1,31,3
2946,346,12,0,0,837,197,221,162,2186,1,24,3
3141,64,17,295,69,5072,233,202,95,3048,1,30,1
2536,102,7,150,29,570,232,231,132,242,2,30,1
3204,70,6,0,0,2862,227,228,135,2818,1,39,3
3053,200,19,30,3,2499,209,253,172,1065,2,23,3
2801,96,7,511,79,3121,232,230,131,6390,1,12,1
3021,255,11,108,18,1797,195,247,190,1465,1,23,3
2632,13,4,270,-7,937,215,231,152,750,5,17,3
3012,342,13,966,214,2873,193,220,166,1071,2,34,3
3008,77,12,212,30,1031,235,218,113,2650,2,29,1
2856,78,14,330,159,984,237,213,104,1015,2,13,3
3125,63,20,450,148,674,233,195,85,1563,1,30,1
2959,124,11,300,40,4893,239,232,123,5597,2,12,1
2504,18,8,30,6,1503,214,223,145,1706,6,20,3
3040,232,3,182,21,3207,215,242,164,319,1,29,1
2570,225,11,376,71,2461,206,250,181,582,3,2,3
2864,232,27,268,44,1114,167,252,212,95,2,13,3
2579,193,25,153,72,1801,209,250,162,1572,3,2,3
3270,0,1,417,47,3501,217,236,156,2892,2,32,3
3154,136,25,306,11,4308,249,220,83,825,2,30,1
2877,97,6,30,0,4206,229,232,137,6131,2,29,1
2786,345,18,124,35,2932,182,209,164,2859,1,29,1
3305,15,15,631,98,1048,206,209,138,484,1,38,1
3127,48,6,201,31,5200,223,226,139,3223,1,22,1
2876,52,11,201,-32,1401,226,217,124,1657,1,29,1
2637,45,10,170,-6,1290,223,218,129,966,2,29,1
3203,82,2,218,-17,4159,221,236,151,1181,1,38,1
3327,149,7,300,-36,3104,229,240,143,638,1,38,3
3206,4,10,853,90,1999,207,220,151,2333,1,31,3
2643,40,4,277,15,1182,220,231,148,5516,2,29,1
2946,104,19,175,88,845,248,213,86,1806,2,33,3
2973,286,9,30,2,2413,195,240,184,808,1,20,1
3319,58,15,150,-7,3072,230,208,108,1816,7,38,3
3371,203,12,470,103,3394,214,251,170,180,1,31,3
2998,223,8,306,20,5133,210,248,174,6039,2,12,1
2689,174,10,30,5,1624,226,245,152,3776,2,12,1
3002,32,23,631,232,1848,208,182,100,2193,1,33,3
2849,48,24,228,32,1492,221,181,82,2550,2,33,3
2949,0,11,150,-5,3477,204,220,153,6387,2,20,1
3289,338,4,331,24,5730,210,233,162,570,2,22,1
3345,142,22,752,-2,1410,246,228,100,2831,1,39,1
3196,13,9,1026,112,2999,212,222,148,2393,2,32,3
3224,18,3,42,0,3189,217,233,153,2167,7,38,1
3114,312,21,541,289,1410,160,220,198,987,1,24,3
3064,112,11,309,89,3757,239,228,119,2514,1,30,1
2527,111,8,153,17,451,234,231,129,272,2,29,1
3174,268,8,30,3,5704,199,243,184,1736,2,19,1
2806,83,34,270,158,270,244,161,18,2532,5,30,1
2620,104,32,560,212,532,253,182,30,1442,3,4,3
2540,147,15,85,21,240,239,237,125,1505,2,12,1
3110,93,14,30,8,1907,241,218,104,2862,2,29,1
2854,46,13,283,53,1376,224,210,118,2097,2,11,3
2931,14,17,268,38,162,202,203,134,306,1,33,3
2770,114,12,474,136,2687,241,228,115,2037,3,10,3
3290,348,11,342,67,4568,199,222,161,2140,1,22,3
2741,68,26,120,35,1865,236,179,58,1321,2,10,3
2931,159,12,150,83,2190,233,242,138,1676,2,13,3
2838,70,23,134,35,3335,237,189,70,5088,2,29,1
3232,253,10,516,42,5823,198,247,187,1959,2,22,1
3002,25,4,270,68,2337,218,231,150,2443,2,32,3
3155,143,11,0,0,1332,236,238,130,771,1,35,3
3128,132,11,295,39,5292,238,234,124,1878,1,29,1
3244,40,11,270,33,5218,221,215,127,258,1,22,1
2778,270,6,391,51,2116,204,242,177,1460,2,29,1
2973,73,23,90,-13,488,239,190,70,703,1,29,1
3275,82,7,430,23,6242,230,228,132,603,1,22,1
3079,34,11,330,78,2101,219,216,132,2755,1,32,3
3217,4,12,908,200,2012,204,216,149,2278,7,24,3
3031,60,20,108,27,5537,231,195,88,4457,2,29,1
2940,220,18,134,58,1855,196,254,189,1146,2,33,3
2946,206,12,351,15,1798,213,251,172,1140,1,23,3
2937,27,21,514,221,3121,205,189,112,1556,2,29,1
2832,21,19,255,39,2685,204,195,122,1801,2,33,3
2594,89,21,162,0,1909,246,202,76,2010,6,11,3
3016,105,15,636,-42,1048,244,221,103,1262,2,29,1
2798,174,12,124,12,1926,227,246,150,2245,2,26,3
3027,48,14,0,0,1222,224,209,116,1409,2,23,3
2803,86,12,420,1,787,237,221,113,2424,2,29,1
3086,327,16,390,-34,2135,179,220,180,2452,2,32,3
3014,32,16,277,84,2155,215,202,119,2259,1,32,3
3095,22,17,426,108,2671,207,202,127,2647,2,32,3
3070,353,13,309,53,1302,196,216,157,2546,1,22,3
2965,60,8,134,5,1283,226,224,132,2021,2,23,1
2926,126,21,295,125,300,249,221,89,1120,2,29,1
3223,35,11,30,0,2888,219,215,131,2679,1,29,1
3168,33,16,242,31,1484,215,203,119,0,1,22,1
3023,235,4,0,0,1812,213,243,167,1664,1,21,3
2903,36,12,457,61,2646,219,213,128,1146,1,31,3
2997,305,8,488,-37,1641,199,236,176,1825,2,31,3
3061,342,7,60,4,3612,206,230,162,361,1,29,1
2920,313,34,234,129,810,110,191,211,1237,1,33,3
2866,147,16,0,0,3097,239,237,123,2783,2,23,1
3126,51,17,42,0,1006,226,200,101,589,1,23,3
2883,84,26,108,-12,5423,246,185,52,4307,2,29,1
2430,247,36,60,30,541,124,239,236,1031,3,4,3
